Course_Name,Rating,No_of_Ratings,No_of_Enrollment,Duration,Institution,Subject,Level,Language,Price
"UMES, USMx: Introduction to Hospitality and Tourism Industry",4.5stars,34 ratings,22247,6,UMES,Business & Management,Introductory,English,4116
StanfordOnline: Your Body Inside and Out: Using Exercise Physiology to Slow Aging,4.8,15 ratings,9286,8,StanfordOnline,Biology & Life Sciences,Introductory,English,5785
HKUSTx: Digital Design,None,None,29878,5,HKUSTx,Design,Introductory,English,4947
URosarioX: Introducción a la ciberseguridad,None,None,15346,4,URosarioX,Computer Science,Intermediate,Español,4116
NYIF: Risk Management Tools and Practices,4.5,63 ratings,None,4,NYIF,Economics & Finance,Intermediate,English,None
WellesleyX: AP® Italian Language and Culture (2024-2025),4.6,8 ratings,None,12,WellesleyX,Humanities,Advanced,Italiano,4947
AlaskaX: The Resilient and Renewable Grid: How Microgrids are Revolutionizing Energy Systems,4.3stars,35 ratings,None,4,AlaskaX,Engineering,Introductory,English,20916
WageningenX: Nutrition and Cancer,4.7,41 ratings,44218,5,WageningenX,Food & Nutrition,Intermediate,English,15847
TecdeMonterreyX: Pensamiento crítico: toma de decisiones razonadas,None,None,29780,4,TecdeMonterreyX,Business & Management,Introductory,Español,15847
UPValenciaX: Introducción a la inversión bursátil,4.2stars,20 ratings,103260,2,UPValenciaX,Economics & Finance,Introductory,Español,3276
Google: Power Searching with Google,4.6,9 ratings,27222,3,Google,Computer Science,Introductory,English,18362
AnahuacX: Comunicación y Redacción Digital,4.7,11 ratings,30070,4,AnahuacX,Communication,Introductory,Español,1593
TUMx: Biotech — From Science to Business,4.8stars,15 ratings,None,4,TUMx,Business & Management,Introductory,English,12516
"EdinburghX: Data Ethics, AI and Responsible Innovation",4.4,13 ratings,13116,5,EdinburghX,Computer Science,Intermediate,English,4947
GTx: Computing in Python III: Data Structures,4.4,29 ratings,45413,5,GTx,Computer Science,Introductory,English,15847
AnahuacX: Introducción a la inteligencia emocional,4.8,27 ratings,40402,4,AnahuacX,Social Sciences,Introductory,Español,3270
UNCordobaX: Marketing enfocado en la estrategia de servicios,4.4stars,5 ratings,42420,6,UNCordobaX,Business & Management,Introductory,Español,9156
TecdeMonterreyX: Inteligencia Artificial para negocios,4.2,5 ratings,None,5,TecdeMonterreyX,Computer Science,Intermediate,Español,10816
IUx: Effective Management and Communication,4.6,48 ratings,None,4,IUx,Business & Management,Introductory,English,16685
UCx: A Better Start to Reading,4.7stars,10 ratings,13441,6,UCx,Education & Teacher Training,Introductory,English,15876
IBM: Networking and Storage Essentials,4.5,11 ratings,None,4,IBM,Computer Science,Introductory,English,4108
RaspberryPiFoundation: Getting Started with Your Raspberry Pi,4.4,9 ratings,None,3,RaspberryPiFoundation,Education & Teacher Training,Introductory,English,4947
AnahuacX: Preparación de alimentos saludables,None,None,None,5,AnahuacX,Food & Nutrition,Introductory,Español,1593
Codio: C++ Programming: Object-Oriented Design,None,None,None,5,Codio,Computer Science,Introductory,English,15847
AWS: Introduction to Machine Learning on AWS,4.5,12 ratings,None,2,AWS,Computer Science,Introductory,English,4947
HKUSTx: Big Data Computing with Spark,None,None,None,8,HKUSTx,Computer Science,Intermediate,English,31778
UCSanDiegoX: Data Structures Fundamentals,None,None,54432,6,UCSanDiegoX,Computer Science,Intermediate,English,12577
LSE: An Introduction to Pre-University Mathematics,None,None,None,6,LSE,Math,Introductory,English,16716
RaspberryPiFoundation: An Introduction to Web Development,4.5,8 ratings,None,3,RaspberryPiFoundation,Education & Teacher Training,Intermediate,English,4947
WOBI: How to Influence the Consumer Behavior to Drive Sales by Jonah Berger,4.3,18 ratings,None,2,WOBI,Business & Management,Intermediate,English,25908
ETHx: Self-Driving Cars with Duckietown,None,None,12288,9,ETHx,Computer Science,Introductory,English,4192
"UMD, USMx: Sustainable Construction Management",4.6,31 ratings,5575,4,UMD,Engineering,Intermediate,English,20878
DelftX: Façade design and engineering: complexity made simple,4.6,34 ratings,7335,6,DelftX,Architecture,Introductory,English,11655
ImperialX: Incorporating Renewable Energy in Electricity Grids,4.6stars,37 ratings,20429,6,ImperialX,Energy & Earth Sciences,Intermediate,English,4956
WestonHS: On-Ramp to AP® French Language and Culture,None,None,114745,3,WestonHS,Humanities,Advanced,Français,2432
Codio: Python Programming: Object-Oriented Design,4.7stars,12 ratings,None,5,Codio,Computer Science,Introductory,English,15876
IBM: PyTorch Basics for Machine Learning,3.5,22 ratings,15228,5,IBM,Data Analysis & Statistics,Introductory,English,3270
IBM: Developing Generative AI Applications with Python,None,None,None,6,IBM,Computer Science,Intermediate,English,8301
IBM: Soft Skills: Collaborate Effectively,4.6,6 ratings,None,1,IBM,Communication,Introductory,English,2432
UPValenciaX: Physics Fundamentals: Electromagnetics,4.5,27 ratings,None,7,UPValenciaX,Physics,Introductory,English,2432
IBM: Soft Skills: Present with Purpose,4.4,24 ratings,None,1,IBM,Communication,Introductory,English,2432
GTx: Computing in Python IV: Objects & Algorithms,4.7stars,29 ratings,46635,5,GTx,Computer Science,Introductory,English,15876
HKUSTx: Data Mining and Knowledge Discovery,4.8,5 ratings,None,8,HKUSTx,Computer Science,Intermediate,English,36808
edX: Intro Course: Spreadsheets and Statistics,4.5,6 ratings,None,4,edX,Data Analysis & Statistics,Introductory,English,8301
UPValenciaX: Introducción a SQL y bases de datos relacionales,4.5,24 ratings,13206,5,UPValenciaX,Computer Science,Introductory,Español,3270
UTokyoX: Basic Analytical Chemistry,3.4,6 ratings,35598,6,UTokyoX,Chemistry,Introductory,English,4947
NUS: Semiconductors for Beginners,4.8,13 ratings,5554,3,NUS,Engineering,Introductory,English,11655
ImperialX: Creative Thinking: Techniques and Tools for Success,4.4,47 ratings,80107,7,ImperialX,Humanities,Introductory,English,4947
BabsonX: The Entrepreneurial Mindset,4.3,17 ratings,42752,6,BabsonX,Business & Management,Introductory,English,15847
ETHx: Autonomous Mobile Robots,4.6,7 ratings,73184,15,ETHx,Computer Science,Intermediate,English,4192
RITx: Network Security,4.8stars,10 ratings,69946,8,RITx,Computer Science,Advanced,English,33516
LCIEducation: Introduction to Psychological Aspects of Game Design,None,None,None,5,LCIEducation,Computer Science,Introductory,English,15008
"KULeuvenX: European History, Society and Culture",4.5,25 ratings,None,8,KULeuvenX,History,Intermediate,English,4947
RITx: Business Communication,4.5,35 ratings,17232,3,RITx,Communication,Introductory,English,16685
MITx: Genetics: Analysis and Applications,5,12 ratings,None,8,MITx,Biology & Life Sciences,Advanced,English,8301
IDBx: Líderes para la gestión en seguridad ciudadana y justicia,4.8stars,31 ratings,None,10,IDBx,Social Sciences,Intermediate,Español,2100
JaverianaX: Gerencia estratégica: bases y principios,4.7,13 ratings,7294,4,JaverianaX,Business & Management,Introductory,Español,3773
CatalystX: Becoming a Successful Leader (Inclusive Leadership Training),4.6,138 ratings,235283,4,CatalystX,Communication,Introductory,English,5785
BerkeleyX: Finding Purpose Across Your Life,None,None,None,6,BerkeleyX,Social Sciences,Introductory,English,12493
UPValenciaX: FlashDiet: Aprende a comer sano,None,None,80791,5,UPValenciaX,Food & Nutrition,Introductory,Español,3270
TecdeMonterreyX: Visualización de Datos y Storytelling,4.2,10 ratings,18147,4,TecdeMonterreyX,Data Analysis & Statistics,Intermediate,Español,4947
IBM: Data Warehousing and BI Analytics,4.4stars,19 ratings,6142,6,IBM,Computer Science,Intermediate,English,8316
UCSanDiegoX: Computer Graphics,None,None,119028,6,UCSanDiegoX,Computer Science,Intermediate,English,8301
MITx: Molecular Biology - Part 2: Transcription and Transposition,None,None,27985,7,MITx,Biology & Life Sciences,Advanced,English,8301
"UMD, USMx: Managing Conflicts on Projects with Cultural and Emotional Intelligence",4.7,59 ratings,14702,5,UMD,Business & Management,Introductory,English,20878
StanfordOnline: Reservoir Geomechanics,4.9stars,19 ratings,17783,10,StanfordOnline,Energy & Earth Sciences,Introductory,English,13356
UniversityofCambridge: Foundations of Corporate Finance,4.6,19 ratings,5422,5,UniversityofCambridge,Economics & Finance,Intermediate,English,25070
TokyoTechX: Introduction to Electrical and Electronic Engineering - 電気電子工学入門 -,4.3,8 ratings,36465,4,TokyoTechX,Engineering,Introductory,English,10816
SmithsonianX: Teaching Complex Thinking through Art with the National Gallery of Art,5,6 ratings,None,16,SmithsonianX,Education & Teacher Training,Introductory,English,9978
IBM: Guided Project: Web Development w/ HTML & CSS for Beginners,None,None,None,1,IBM,Computer Science,Introductory,English,41916
IDBx: Gestion de projets de développement,4.5,41 ratings,63508,10,IDBx,Business & Management,Intermediate,Français,2096
URosarioX: A travel by Spanish America: Spanish for beginners,None,None,28933,4,URosarioX,Language,Introductory,Español,3270
"EIT_Food: Food for Thought: The Relationship Between Food, Gut and Brain",4.8,5 ratings,None,5,EIT_Food,Food & Nutrition,Intermediate,English,10816
CornellX: Teaching & Learning in the Diverse Classroom,4.6stars,36 ratings,21077,5,CornellX,Education & Teacher Training,Introductory,English,8316
RaspberryPiFoundation: Introduction to Encryption and Cryptography,4.5,5 ratings,None,2,RaspberryPiFoundation,Education & Teacher Training,Intermediate,English,4947
"UMD, USMx: Let’s Get Emotional:  Emotions & Emotional Intelligence!",4.3,19 ratings,9851,5,UMD,Business & Management,Introductory,English,20878
GalileoX: Unlocking the Power of Generative AI with ChatGPT for Higher Education,4.8,21 ratings,None,5,GalileoX,Education & Teacher Training,Introductory,English,3270
AI: Python and Pandas for Data Engineering,4.5,26 ratings,None,4,AI,Computer Science,Introductory,English,37647
ISCEA: Lean Six Sigma Program and Project Management,4.1,10 ratings,None,3,ISCEA,Business & Management,Introductory,English,20878
NYIF: Accounting System Structure and Information Management,4.5,33 ratings,8652,4,NYIF,Economics & Finance,Introductory,English,4192
AnahuacX: Fundamentos de información financiera y contable,4.7,11 ratings,17439,5,AnahuacX,Economics & Finance,Intermediate,Español,3270
"GTx: Data Structures & Algorithms II: Binary Trees, Heaps, SkipLists and HashMaps",4.9stars,12 ratings,8378,5,GTx,Computer Science,Intermediate,English,15876
LinuxFoundationX: Introduction to Open Source Networking Technologies,4.5,8 ratings,26438,14,LinuxFoundationX,Computer Science,Introductory,English,20878
HKUx: So You Want To Be A Surgeon?,4.9,8 ratings,18624,6,HKUx,Medicine,Introductory,English,8301
BabsonX: Rise to Leadership: Become a CEO,3.9,9 ratings,27337,4,BabsonX,Business & Management,Intermediate,English,20878
BerkleeX: Fundamentos de la guitarra eléctrica y acústica,4.8,5 ratings,26785,6,BerkleeX,Music,Introductory,Español,4947
URosarioX: Fisiología del ejercicio para todos,None,None,None,4,URosarioX,Medicine,Introductory,Español,3270
UniversityofCambridge: Digital Platforms in Performance,4.7,6 ratings,9846,4,UniversityofCambridge,Communication,Intermediate,English,25070
URosarioX: El cerebro y las emociones en el lenguaje,4.8stars,8 ratings,63668,5,URosarioX,Communication,Introductory,Español,4116
TecdeMonterreyX: Diseño e innovación de modelo de negocios,4.8,11 ratings,18776,4,TecdeMonterreyX,Business & Management,Advanced,Español,9978
CurtinX: Autism and Mental Health,4.9,16 ratings,None,4,CurtinX,Health & Safety,Introductory,English,8301
IBM: Python for Data Engineering Project,4.8,9 ratings,8469,1,IBM,Data Analysis & Statistics,Intermediate,English,2432
ASUx: Business Intelligence and Data Analytics,4.3stars,6 ratings,None,5,ASUx,Data Analysis & Statistics,Introductory,English,12516
DelftX: Probability Theory,None,None,None,6,DelftX,Math,Intermediate,English,12493
AWS: Introduction to AWS Cloud Careers,4.5,6 ratings,None,2,AWS,Computer Science,Introductory,English,9978
ASUx: Data Engineering,None,None,None,5,ASUx,Data Analysis & Statistics,Introductory,English,12516
AnahuacX: IA para docentes: Transforma tu enseñanza con ChatGPT,4.8,8 ratings,None,3,AnahuacX,Computer Science,Introductory,Español,3270
"UPValenciaX: Power BI para los negocios, herramientas de productividad",4.1,19 ratings,10289,5,UPValenciaX,Data Analysis & Statistics,Intermediate,Español,3270
IBM: Data Analytics and Visualization Capstone Project,4.5,12 ratings,5889,6,IBM,Data Analysis & Statistics,Introductory,English,12493
URosarioX: Matemáticas para la U,None,None,8190,4,URosarioX,Math,Introductory,Español,3270
"AdelaideX: Understanding Agribusiness, Value Chains, and Consumers in Global Food Systems",4.6stars,10 ratings,23819,4,AdelaideX,Business & Management,Intermediate,English,16716
AnahuacX: Ciencia de Datos Aplicada al Marketing,3.9,9 ratings,6677,5,AnahuacX,Data Analysis & Statistics,Introductory,Español,1593
UPValenciaX: Dynamics and Control,4.5stars,20 ratings,31361,6,UPValenciaX,Engineering,Introductory,English,3276
WBGx: e-Learning on Digital Agriculture,4.3,24 ratings,14952,5,WBGx,Environmental Studies,Introductory,English,419
URosarioX: Debate y argumentación,4.3,6 ratings,22907,4,URosarioX,Humanities,Introductory,Español,1593
AnahuacX: Mejora tu Negocio con Inteligencia Artificial,3.6,10 ratings,None,5,AnahuacX,Business & Management,Intermediate,Español,3270
EdinburghX: Nitrogen: A Global Challenge,4.5stars,54 ratings,6660,5,EdinburghX,Environmental Studies,Introductory,English,4956
NUS: Electricity Distribution,4.7,10 ratings,None,7,NUS,Engineering,Intermediate,English,11655
FedericaX: Applied anatomy of the locomotor system,4.4,10 ratings,17725,8,FedericaX,Medicine,Intermediate,English,4610
LinuxFoundationX: Introduction to Node.js,4.4,5 ratings,21641,7,LinuxFoundationX,Computer Science,Introductory,English,15847
RITx: Data Literacy Foundations,3.9,15 ratings,7512,4,RITx,Data Analysis & Statistics,Intermediate,English,20878
EPFLx: Cement Chemistry and Sustainable Cementitious Materials,4.0stars,14 ratings,10041,6,EPFLx,Physics,Intermediate,English,20916
"HKUSTx: Introduction to Semiconductors, PN Junctions and Bipolar Junction Transistors",4.7,9 ratings,17091,8,HKUSTx,Electronics,Intermediate,English,15847
NYIF: Risk Management and Credit Principles,4.4,18 ratings,18074,6,NYIF,Economics & Finance,Advanced,English,16685
MITx: Cell Biology: Cell-Cell Interactions,4.9,8 ratings,7090,7,MITx,Biology & Life Sciences,Advanced,English,8301
HP: The What and How of Esports Management!,4.0stars,28 ratings,None,4,HP,Computer Science,Introductory,English,420
edX: Intro Course: Data Storytelling,None,None,None,4,edX,Business & Management,Introductory,English,8301
HarvardX: Shakespeare's Hamlet: The Ghost,4.4,13 ratings,53860,4,HarvardX,Humanities,Introductory,English,12493
DavidsonX: Applied Storytelling,4.1stars,11 ratings,5713,4,DavidsonX,Communication,Introductory,English,10836
KULeuvenX: Clinical Nutrition – evidence-based practice,4.6,36 ratings,None,6,KULeuvenX,Food & Nutrition,Intermediate,English,4947
UPValenciaX: Introducción al Office 365,4.6,5 ratings,34690,7,UPValenciaX,Computer Science,Introductory,Español,5785
RITx: Project Management Life Cycle,4.5,51 ratings,141485,10,RITx,Business & Management,Intermediate,English,37647
"NYIF: Money Markets, Foreign Exchange and Time Value of Money",4.5,17 ratings,20955,4,NYIF,Economics & Finance,Introductory,English,16685
DelftX: Efficient HVAC Systems,4.8,11 ratings,12914,5,DelftX,Architecture,Intermediate,English,11655
UWashingtonX: Strategic Applications of IT Project & Program Management,4.7stars,21 ratings,27943,6,UWashingtonX,Business & Management,Introductory,English,20916
DelftX: Solar Energy: Photovoltaic (PV) Energy Conversion,4.6,8 ratings,55025,12,DelftX,Engineering,Advanced,English,20961
logycaX: Logistics Fundamentals,4.7,11 ratings,15245,5,logycaX,Engineering,Introductory,English,2096
WageningenX: Sustainable Soil Management: Soil for life,4.5stars,23 ratings,29206,7,WageningenX,Environmental Studies,Introductory,English,17556
LinuxFoundationX: Data and AI Fundamentals,4.2,11 ratings,None,10,LinuxFoundationX,Computer Science,Introductory,English,15847
DoaneX: Professional Business Presentations,None,None,14294,5,DoaneX,Communication,Introductory,English,16685
"DelftX, WageningenX: Sustainable Urban Development",4.7stars,20 ratings,56090,7,DelftX,Architecture,Introductory,English,11676
"IBM: Impact, Ethics, and Issues with Generative AI",4.6,9 ratings,None,3,IBM,Computer Science,Introductory,English,4108
FedericaX: Contemporary Issues in World Politics,4.2,14 ratings,19192,7,FedericaX,Social Sciences,Introductory,English,4107
UCR: Human Resources: Acquiring and Managing Talent in the 21st Century,4.8stars,23 ratings,None,8,UCR,Business & Management,Introductory,English,9996
DelftX: Calculus II: Multivariable Functions,None,None,None,6,DelftX,Math,Intermediate,English,12516
WBGx: Unlocking Investment and Finance in Emerging Markets and Developing Economies (EMDEs),4.7,42 ratings,39993,4,WBGx,Economics & Finance,Introductory,English,419
MandarinX: Mandarin Chinese Essentials,4.6,9 ratings,56768,5,MandarinX,Language,Introductory,English,15847
WageningenX: Drones for Agriculture: Prepare and Design Your Drone (UAV) Mission,4.4stars,12 ratings,18381,3,WageningenX,Data Analysis & Statistics,Intermediate,English,17556
GTx: Introduction to Object-Oriented Programming with Java II: Object-Oriented Programming and Algorithms,3.5,13 ratings,9725,6,GTx,Computer Science,Introductory,English,20878
"DavidsonX: Innovate & Regulate: Drug Research, Costs, Clinical Trials & Approval",4.6,31 ratings,27548,5,DavidsonX,Medicine,Intermediate,English,9978
UniversityofCambridge: Stand Up!; Comedy Writing and Performance Poetry,5,7 ratings,12752,4,UniversityofCambridge,Communication,Intermediate,English,25070
TUMx: Make Your Own App,4.3,13 ratings,31391,7,TUMx,Computer Science,Introductory,English,6456
HarvardX: Judaism Through Its Scriptures,4.7,19 ratings,61347,4,HarvardX,Humanities,Introductory,English,12493
AlaskaX: Behavioral Neuroscience: Foundations of Compulsive Behaviors,None,None,None,5,AlaskaX,Biology & Life Sciences,Introductory,English,15847
HarvardX: First Nights - Beethoven's 9th Symphony and the 19th Century Orchestra,4.9stars,9 ratings,48554,3,HarvardX,Humanities,Introductory,English,12516
UBCx: AI for Teachers,4.5,21 ratings,None,3,UBCx,Computer Science,Introductory,English,1258
GTx: Human-Computer Interaction I: Fundamentals & Design Principles,4.7,10 ratings,19650,6,GTx,Computer Science,Introductory,English,9978
IMFx: VITARA - Compliance Risk Management,4.5,19 ratings,None,1,IMFx,Economics & Finance,Introductory,English,2096
IBM: Microservices and Serverless,4.3,7 ratings,None,2,IBM,Computer Science,Intermediate,English,8301
HECMontrealX: La gestion des ressources humaines,4.4,19 ratings,22121,7,HECMontrealX,Business & Management,Introductory,Français,20878
GeorgetownX: Quantum Mechanics,None,None,6876,18,GeorgetownX,Physics,Intermediate,English,25908
"HarvardX: Citizen Politics in America: Public Opinion, Elections, Interest Groups, and the Media",4.7,23 ratings,37796,4,HarvardX,Social Sciences,Introductory,English,12493
LehighX: Python Fundamentals for Business Analytics,None,None,None,6,LehighX,Computer Science,Introductory,English,15008
HarveyMuddX: Digital Design,None,None,10407,10,HarveyMuddX,Engineering,Introductory,English,15876
UPValenciaX: Word intermedio: herramientas de formato y productividad,4.6,13 ratings,22156,6,UPValenciaX,Computer Science,Intermediate,Español,3773
ISCEA: Supply Chain Management Tools and Techniques,4.3,35 ratings,6851,4,ISCEA,Business & Management,Introductory,English,30939
FedericaX: Introduction to psychology of personality,4,6 ratings,7414,7,FedericaX,Humanities,Intermediate,English,4612
LinuxFoundationX: Introduction to RISC-V,3.2stars,6 ratings,10400,7,LinuxFoundationX,Computer Science,Introductory,English,15876
DelftX: Introduction to Water and Climate,4.3,20 ratings,44346,10,DelftX,Engineering,Intermediate,English,11655
"ISCEA: Sustainable Supply Chain Planning, Sourcing, and Procurement",4.4,23 ratings,5904,4,ISCEA,Business & Management,Intermediate,English,41839
DelftX: Linear Algebra I: Vectors and Linear Equations,None,None,None,6,DelftX,Math,Intermediate,English,12493
ColumbiaX: Risk & Return,4.6,32 ratings,32057,4,ColumbiaX,Business & Management,Introductory,English,18865
TecdeMonterreyX: Energía eléctrica: conceptos y principios básicos,None,None,21213,7,TecdeMonterreyX,Engineering,Intermediate,Español,4947
TokyoTechX: Introduction to Computer Science and Programming,None,None,9576,5,TokyoTechX,Computer Science,Introductory,English,6636
HarvardX: China Humanities: The Individual in Chinese Culture,4.6,6 ratings,17129,8,HarvardX,Humanities,Introductory,English,12493
UBCx: Software Engineering: Introduction,4.3,11 ratings,53994,8,UBCx,Computer Science,Advanced,English,10481
"WageningenX: Agricultural Water Management: Water,-Society and Technology Interactions",4.2,14 ratings,5591,10,WageningenX,Environmental Studies,Intermediate,English,14170
RITx: Design Thinking: Empathizing to Understand the Problem,4.4stars,8 ratings,18158,6,RITx,Business & Management,Intermediate,English,28308
AnahuacX: Psicología Positiva,None,None,None,4,AnahuacX,Social Sciences,Introductory,Español,2180
"UMD, USMx: Identifying Entrepreneurial Opportunities",4.8,6 ratings,22765,4,UMD,Business & Management,Introductory,English,15847
UPValenciaX: Aprendizaje automático (machine learning) y ciencia de datos,4.6,16 ratings,25949,5,UPValenciaX,Computer Science,Intermediate,Español,3270
LinuxFoundationX: Open Source Software Development: Linux for Developers,4.3,7 ratings,6114,14,LinuxFoundationX,Computer Science,Introductory,English,15847
"UMD, USMx: Agile Innovation and Problem Solving Skills",4.5stars,37 ratings,27240,4,UMD,Engineering,Advanced,English,20916
JaverianaX: Fundamentos de la Tecnología Blockchain,4.3,9 ratings,30267,5,JaverianaX,Economics & Finance,Introductory,Español,3773
IsraelX: Essentials of Genomics and Biomedical Informatics,4.6,5 ratings,12193,12,IsraelX,Medicine,Advanced,English,4947
LinuxFoundationX: Introduction to Serverless on Kubernetes,None,None,13153,7,LinuxFoundationX,Computer Science,Introductory,English,17556
AWS: Architecting Solutions on AWS,4.4,8 ratings,None,4,AWS,Computer Science,Intermediate,English,4947
EPFLx: Space Mission Design and Operations,4.6,14 ratings,30630,8,EPFLx,Engineering,Intermediate,English,4947
MindEdge: HR Skills® Fundamentals,None,None,None,2,MindEdge,Business & Management,Introductory,English,29316
CurtinX: Digital Branding and Engagement,4.7,11 ratings,140803,4,CurtinX,Communication,Intermediate,English,8301
AdelaideX: MathTrackX: Differential Calculus,4.8,6 ratings,6680,4,AdelaideX,Math,Introductory,English,8301
HECMontrealX: Introduction to User Experience,4.1,9 ratings,22398,4,HECMontrealX,Computer Science,Intermediate,English,20878
EdinburghX: Sustainable Global Food Systems,4.5stars,25 ratings,5577,5,EdinburghX,Food & Nutrition,Introductory,English,4956
URosarioX: Redes de computadores,None,None,7770,1,URosarioX,Computer Science,Intermediate,Español,3270
IMFx: Foundations of Central Bank Law,4.5,21 ratings,15305,9,IMFx,Law,Intermediate,English,2096
Codio: Java Programming: Intermediate Concepts,None,None,None,4,Codio,Computer Science,Introductory,English,15847
UPValenciaX: Fundamentos de Mecánica para Ingeniería,None,None,23044,6,UPValenciaX,Physics,Introductory,Español,1593
GTx: Linear Algebra II: Matrix Algebra,4.6stars,8 ratings,8736,3,GTx,Math,Intermediate,English,20916
HKUx: Fundamentals of Aesthetic Dentistry,3.8stars,5 ratings,None,4,HKUx,Medicine,Introductory,English,8316
DelftX: Sustainable Building with Timber,4.6,10 ratings,None,7,DelftX,Architecture,Introductory,English,11655
UPValenciaX: Introducción a los encofrados y las cimbras en obra civil y edificación,4.2,10 ratings,31139,4,UPValenciaX,Engineering,Introductory,Español,3270
KULeuvenX: UML Class Diagrams for Software Engineering,4.2,20 ratings,43124,3,KULeuvenX,Computer Science,Introductory,English,4947
AnahuacX: Gestión del estrés y Mindfulness,4.8stars,9 ratings,34195,4,AnahuacX,Health & Safety,Introductory,Español,3276
NYIF: Fundamentals of Market Structure,4.5,18 ratings,40557,1,NYIF,Economics & Finance,Introductory,English,2096
W3Cx: HTML5 Coding Essentials and Best Practices,4.5,12 ratings,259274,6,W3Cx,Computer Science,Intermediate,English,20878
"UMD, USMx: Agile Process, Project, and Program Controls",4.6stars,27 ratings,25226,4,UMD,Engineering,Advanced,English,20916
UCSanDiegoX: Probability and Statistics in Data Science using Python,3.6,15 ratings,132325,10,UCSanDiegoX,Data Analysis & Statistics,Advanced,English,29346
AdelaideX: World of Wine: From Grape to Glass,5,5 ratings,103334,6,AdelaideX,Science,Introductory,English,16685
HarvardX: MLOps for Scaling TinyML,4.6stars,8 ratings,5020,7,HarvardX,Computer Science,Advanced,English,25116
UCR: Nutrition and Healthy Living,4.4,19 ratings,None,6,UCR,Food & Nutrition,Introductory,English,4947
logycaX: Fundamentos de logística,4.9,7 ratings,22965,5,logycaX,Engineering,Introductory,Español,3773
StellenboschX: People analytics and reporting,4.6,48 ratings,None,2,StellenboschX,Business & Management,Intermediate,English,12493
IBM: Elevating Businesses and Careers with Generative AI,4.2,5 ratings,None,3,IBM,Computer Science,Introductory,English,4108
RaspberryPiFoundation: Teaching Physical Computing with Raspberry Pi and Python,4.8stars,14 ratings,None,4,RaspberryPiFoundation,Education & Teacher Training,Intermediate,English,4956
"UMD, USMx: Let's Get Started: Building Self-Awareness",4.6,5 ratings,13935,5,UMD,Business & Management,Introductory,English,20878
ColumbiaX: Crisis Resource Management,4.7stars,34 ratings,5636,12,ColumbiaX,Health & Safety,Introductory,English,4200
"UMD, USMx: Project Delivery Methods and Contracts in Construction Management",4.2,20 ratings,5019,4,UMD,Engineering,Intermediate,English,20878
RITx: International Project Management,4.3,19 ratings,55284,9,RITx,Business & Management,Advanced,English,37647
IsraelX: Critical Thinking: Fundamentals of Good Reasoning,None,None,15960,13,IsraelX,Philosophy & Ethics,Introductory,English,15847
TecdeMonterreyX: Estrategias y estilos de negociación,None,None,21415,4,TecdeMonterreyX,Business & Management,Introductory,Español,15876
HarvardX: Statistical Inference and Modeling for High-throughput Experiments,4.4,6 ratings,64770,4,HarvardX,Data Analysis & Statistics,Intermediate,English,18362
"UMD, USMx: Achieving Product-Market Fit",4.8,18 ratings,10838,4,UMD,Business & Management,Introductory,English,20878
URosarioX: Manejo del estrés desde la neurociencia,None,None,None,4,URosarioX,Medicine,Introductory,Español,3270
IIMBx: Behavioral Economics and Public Policy,None,None,None,6,IIMBx,Economics & Finance,Intermediate,English,15876
StellenboschX: Freedom of expression in the African media and digital policy landscape,None,None,None,4,StellenboschX,Communication,Advanced,English,8301
AlaskaX: Behavioral Neuroscience: Analyzing Anxiety and Depression,None,None,None,5,AlaskaX,Biology & Life Sciences,Intermediate,English,15847
"WageningenX: Circular Fashion: Design, Science and Value in a Sustainable Clothing Industry",4.8,5 ratings,30184,5,WageningenX,Art & Culture,Introductory,English,14170
UTokyoX: Quantum Mechanics of Molecular Structures,4.5,6 ratings,26310,6,UTokyoX,Physics,Intermediate,English,4947
CatalystX: Cómo Convertirse en un Líder Exitoso (Entrenamiento de Liderazgo Inclusivo),None,None,19183,4,CatalystX,Business & Management,Introductory,Español,4956
BerkleeX: Introduction to the Music Business,4.7,20 ratings,58926,6,BerkleeX,Business & Management,Introductory,English,4947
JaverianaX: Alimentación saludable y sostenible,None,None,None,5,JaverianaX,Food & Nutrition,Introductory,Español,3773
UPValenciaX: Fundamentos de ciberseguridad para usuarios,None,None,None,2,UPValenciaX,Computer Science,Introductory,Español,1174
URosarioX: Marketing para emprendedores,None,None,None,4,URosarioX,Business & Management,Introductory,Español,3276
LCIEducation: Introduction to Game Design: Process and Creation,None,None,None,5,LCIEducation,Computer Science,Introductory,English,15008
JaverianaX: Arduino para niños ¡vamos al espacio!,None,None,17955,6,JaverianaX,Electronics,Introductory,Español,2096
WasedaX: IoT System Design: Software and Hardware Integration,4.2,10 ratings,16805,4,WasedaX,Computer Science,Intermediate,English,10816
"GTx: Data Structures & Algorithms III: AVL and 2-4 Trees, Divide and Conquer Algorithms",None,None,5230,5,GTx,Computer Science,Intermediate,English,15847
UBCx: Video Game Writing Essentials,4.2,19 ratings,8776,5,UBCx,Communication,Introductory,English,8301
LinuxFoundationX: Computer Architecture with an Industrial RISC-V Core [RVfpga],None,None,None,10,LinuxFoundationX,Computer Science,Intermediate,English,12493
TecdeMonterreyX: Principios de Economía aplicados a Negocios,None,None,8233,4,TecdeMonterreyX,Economics & Finance,Advanced,Español,4947
BerkeleyX: Real-World Applications of Economics,None,None,None,5,BerkeleyX,Economics & Finance,Intermediate,English,8301
